,id,carat,cut,color,clarity,depth,table,price,x,y,z,price2
27764,27764,0.32,Premium,H,VS2,60.6,58.0,648,4.47,4.44,2.7,648000.0
27765,27765,0.32,Ideal,H,VS2,62.0,55.0,648,4.42,4.39,2.73,648000.0
27766,27766,0.32,Premium,H,VS2,60.7,60.0,648,4.41,4.39,2.67,648000.0
27767,27767,0.32,Premium,H,VS2,60.7,61.0,648,4.41,4.39,2.67,648000.0
27768,27768,0.32,Premium,H,VS2,61.4,60.0,648,4.41,4.39,2.7,648000.0
27769,27769,0.32,Premium,H,VS2,62.7,54.0,648,4.41,4.39,2.76,648000.0
27770,27770,0.32,Ideal,H,VS2,62.0,55.0,648,4.4,4.38,2.72,648000.0
27771,27771,0.32,Ideal,H,VS2,62.8,55.0,648,4.41,4.38,2.76,648000.0
27772,27772,0.32,Premium,H,VS2,61.7,59.0,648,4.4,4.35,2.7,648000.0
27773,27773,0.32,Premium,H,VS2,61.0,60.0,648,4.41,4.35,2.67,648000.0
27774,27774,0.32,Premium,H,VS2,62.3,57.0,648,4.39,4.37,2.73,648000.0
27775,27775,0.32,Ideal,H,VS2,62.1,56.0,648,4.42,4.37,2.73,648000.0
27776,27776,0.32,Ideal,H,VS2,61.5,56.0,648,4.4,4.38,2.7,648000.0
27777,27777,0.32,Ideal,H,VS2,62.0,57.0,648,4.39,4.35,2.71,648000.0
27778,27778,0.32,Ideal,H,VS2,63.0,57.0,648,4.38,4.35,2.75,648000.0
27779,27779,0.32,Premium,H,VS2,62.5,59.0,648,4.38,4.33,2.72,648000.0
27780,27780,0.32,Premium,H,VS2,62.4,58.0,648,4.36,4.33,2.71,648000.0
27781,27781,0.32,Very Good,H,VS2,63.1,55.0,648,4.36,4.33,2.74,648000.0
27782,27782,0.3,Good,G,VS2,58.5,64.0,648,4.42,4.37,2.57,648000.0
27783,27783,0.32,Ideal,H,VS2,63.0,57.0,648,4.37,4.33,2.74,648000.0
27784,27784,0.44,Very Good,F,SI2,62.8,60.0,648,4.82,4.86,3.04,648000.0
27785,27785,0.41,Premium,H,SI2,60.9,60.0,649,4.84,4.81,2.94,649000.0
27786,27786,0.37,Premium,E,SI1,61.8,58.0,649,4.59,4.64,2.85,649000.0
27787,27787,0.37,Ideal,E,SI1,61.9,56.0,649,4.57,4.6,2.84,649000.0
27788,27788,0.37,Ideal,E,SI1,62.7,54.0,649,4.55,4.6,2.87,649000.0
27789,27789,0.37,Premium,E,SI1,59.3,58.0,649,4.73,4.75,2.81,649000.0
27790,27790,0.37,Very Good,G,VS2,60.7,57.0,649,4.64,4.69,2.83,649000.0
27791,27791,0.37,Premium,G,VS2,61.3,60.0,649,4.6,4.63,2.83,649000.0
27792,27792,0.37,Ideal,G,VS2,62.2,57.0,649,4.59,4.64,2.87,649000.0
27793,27793,0.37,Very Good,G,VS2,62.8,60.0,649,4.55,4.59,2.87,649000.0
27794,27794,0.37,Very Good,G,VS2,61.2,57.0,649,4.59,4.63,2.82,649000.0
27795,27795,0.37,Premium,G,VS2,59.3,60.0,649,4.67,4.71,2.78,649000.0
27796,27796,0.37,Very Good,E,SI1,60.6,54.0,649,4.63,4.68,2.82,649000.0
27797,27797,0.37,Premium,G,VS2,60.1,59.0,649,4.64,4.68,2.8,649000.0
27798,27798,0.37,Ideal,G,VS2,60.8,57.0,649,4.61,4.66,2.82,649000.0
27799,27799,0.37,Very Good,E,SI1,59.9,59.0,649,4.68,4.7,2.81,649000.0
27800,27800,0.37,Premium,H,VS1,60.9,60.0,649,4.6,4.63,2.81,649000.0
27801,27801,0.37,Ideal,G,VS2,61.5,56.0,649,4.59,4.64,2.84,649000.0
27802,27802,0.37,Ideal,G,VS2,61.3,57.0,649,4.6,4.64,2.83,649000.0
27803,27803,0.37,Premium,G,VS2,61.2,60.0,649,4.58,4.63,2.82,649000.0
27804,27804,0.35,Very Good,H,VVS2,61.0,57.0,650,4.54,4.57,2.77,650000.0
27805,27805,0.3,Very Good,D,VS2,62.9,55.0,650,4.25,4.27,2.68,650000.0
27806,27806,0.3,Ideal,G,VVS2,61.9,57.0,650,4.3,4.33,2.66,650000.0
27807,27807,0.23,Ideal,F,VVS2,61.6,54.0,650,3.97,3.99,2.45,650000.0
27808,27808,0.3,Ideal,H,VVS1,61.5,55.0,650,4.31,4.35,2.66,650000.0
27809,27809,0.3,Ideal,H,VVS1,62.3,57.0,650,4.25,4.28,2.65,650000.0
27810,27810,0.3,Ideal,H,VVS1,61.1,56.0,650,4.33,4.37,2.66,650000.0
27811,27811,0.28,Ideal,G,VVS1,61.8,55.0,650,4.19,4.23,2.6,650000.0
27812,27812,0.28,Ideal,G,IF,61.3,57.0,650,4.25,4.27,2.6,650000.0
27813,27813,0.28,Ideal,G,IF,61.5,57.0,650,4.19,4.21,2.58,650000.0
27814,27814,0.28,Ideal,G,IF,62.4,55.0,650,4.17,4.2,2.61,650000.0
27815,27815,0.28,Ideal,G,IF,60.9,57.0,650,4.24,4.27,2.59,650000.0
27816,27816,0.34,Ideal,G,SI1,61.2,57.0,650,4.56,4.53,2.78,650000.0
27817,27817,0.34,Good,G,SI1,63.9,58.0,650,4.43,4.4,2.82,650000.0
27818,27818,0.34,Premium,G,SI1,59.7,59.0,650,4.54,4.5,2.7,650000.0
27819,27819,0.34,Premium,G,SI1,60.8,59.0,650,4.56,4.46,2.74,650000.0
27820,27820,0.34,Premium,G,SI1,61.5,56.0,650,4.52,4.45,2.76,650000.0
27821,27821,0.34,Very Good,G,SI1,63.4,57.0,650,4.45,4.42,2.81,650000.0
27822,27822,0.34,Premium,D,SI2,59.2,59.0,650,4.58,4.54,2.7,650000.0
27823,27823,0.34,Premium,D,SI2,60.7,61.0,650,4.51,4.45,2.72,650000.0
27824,27824,0.34,Premium,D,SI2,60.6,60.0,650,4.53,4.48,2.73,650000.0
27825,27825,0.34,Premium,D,SI2,60.8,60.0,650,4.53,4.49,2.74,650000.0
27826,27826,0.39,Very Good,I,VS2,62.9,57.0,650,4.64,4.68,2.93,650000.0
27827,27827,0.39,Premium,H,SI1,62.0,60.0,650,4.65,4.71,2.9,650000.0
27828,27828,0.39,Very Good,E,SI2,63.0,61.0,650,4.62,4.65,2.92,650000.0
27829,27829,0.38,Ideal,H,SI1,61.2,56.0,650,4.63,4.68,2.85,650000.0
27830,27830,0.31,Very Good,G,VVS2,62.2,56.0,651,4.31,4.34,2.69,651000.0
27831,27831,0.31,Very Good,H,VVS1,61.3,56.0,651,4.35,4.38,2.67,651000.0
27832,27832,0.31,Very Good,H,VVS1,61.2,56.0,651,4.37,4.39,2.68,651000.0
27833,27833,0.31,Very Good,H,VVS1,61.9,57.0,651,4.33,4.36,2.69,651000.0
27834,27834,0.41,Very Good,J,IF,60.8,56.0,651,4.83,4.87,2.95,651000.0
27835,27835,0.31,Good,H,VS1,59.2,65.0,651,4.42,4.33,2.59,651000.0
27836,27836,0.39,Ideal,I,VS2,61.5,55.0,651,4.7,4.73,2.9,651000.0
27837,27837,0.36,Ideal,H,VS1,61.5,55.0,651,4.59,4.62,2.83,651000.0
27838,27838,0.4,Ideal,G,SI2,60.6,56.0,651,4.82,4.79,2.91,651000.0
27839,27839,0.39,Ideal,D,SI2,61.6,56.0,651,4.69,4.72,2.9,651000.0
27840,27840,0.31,Good,E,VS2,59.1,56.0,651,4.41,4.46,2.62,651000.0
27841,27841,0.31,Premium,E,SI1,61.2,58.0,651,4.38,4.34,2.67,651000.0
27842,27842,0.31,Premium,E,SI1,58.7,60.0,651,4.48,4.45,2.62,651000.0
27843,27843,0.31,Very Good,G,VS2,63.2,58.0,651,4.3,4.28,2.71,651000.0
27844,27844,0.31,Premium,E,SI1,63.0,58.0,651,4.31,4.29,2.71,651000.0
27845,27845,0.31,Very Good,E,SI1,63.4,55.0,651,4.29,4.26,2.71,651000.0
27846,27846,0.3,Ideal,D,VS1,62.2,56.0,651,4.27,4.31,2.67,651000.0
27847,27847,0.3,Ideal,D,VS1,61.0,57.0,651,4.31,4.32,2.63,651000.0
27848,27848,0.33,Very Good,G,VS1,61.0,57.0,652,4.46,4.49,2.72,652000.0
27849,27849,0.31,Ideal,H,VVS2,61.7,55.8,652,4.35,4.39,2.69,652000.0
27850,27850,0.34,Ideal,H,VVS2,60.9,55.0,652,4.52,4.54,2.75,652000.0
27851,27851,0.31,Ideal,G,VS2,61.8,53.0,652,4.35,4.39,2.7,652000.0
27852,27852,0.31,Ideal,G,VS2,61.5,56.0,652,4.34,4.36,2.68,652000.0
27853,27853,0.3,Ideal,E,VS2,62.1,53.6,652,4.3,4.35,2.69,652000.0
27854,27854,0.31,Ideal,G,VS1,61.3,56.4,652,4.36,4.39,2.69,652000.0
27855,27855,0.3,Ideal,F,VS1,61.6,54.7,652,4.33,4.34,2.67,652000.0
27856,27856,0.3,Ideal,F,VS1,62.2,54.4,652,4.3,4.33,2.68,652000.0
27857,27857,0.32,Ideal,F,VS1,61.1,57.0,652,4.42,4.45,2.71,652000.0
27858,27858,0.3,Ideal,F,VS1,61.9,55.1,652,4.31,4.34,2.68,652000.0
27859,27859,0.3,Ideal,F,VS1,62.3,53.8,652,4.3,4.33,2.69,652000.0
27860,27860,0.33,Good,D,VS2,61.8,61.0,652,4.4,4.44,2.73,652000.0
27861,27861,0.31,Ideal,I,IF,61.3,57.0,652,4.34,4.4,2.68,652000.0
27862,27862,0.31,Ideal,I,IF,62.2,54.0,652,4.36,4.39,2.72,652000.0
27863,27863,0.31,Good,D,VS1,61.7,61.0,653,4.32,4.34,2.67,653000.0
27864,27864,0.32,Ideal,G,SI1,61.4,56.0,653,4.44,4.42,2.72,653000.0
27865,27865,0.3,Very Good,E,VS1,61.4,59.0,653,4.32,4.28,2.64,653000.0
27866,27866,0.3,Very Good,E,VS1,60.2,57.0,653,4.37,4.3,2.61,653000.0
27867,27867,0.38,Ideal,E,SI1,61.4,57.0,653,4.64,4.67,2.86,653000.0
27868,27868,0.42,Good,D,SI2,63.1,56.0,653,4.74,4.8,3.01,653000.0
27869,27869,0.38,Premium,F,SI1,62.0,58.0,653,4.6,4.63,2.86,653000.0
27870,27870,0.42,Good,H,SI1,63.6,57.0,653,4.74,4.79,3.03,653000.0
27871,27871,0.42,Good,D,SI2,63.2,57.0,653,4.75,4.77,3.01,653000.0
27872,27872,0.42,Very Good,E,SI2,58.8,60.0,653,4.86,4.9,2.87,653000.0
27873,27873,0.42,Premium,E,SI2,60.1,58.0,653,4.87,4.91,2.94,653000.0
27874,27874,0.3,Very Good,F,VS1,61.5,56.0,654,4.31,4.34,2.66,654000.0
27875,27875,0.44,Ideal,H,SI2,62.3,54.0,654,4.89,4.93,3.06,654000.0
27876,27876,0.4,Ideal,G,SI2,61.8,56.0,654,4.75,4.77,2.94,654000.0
27877,27877,0.41,Ideal,E,SI2,61.5,58.0,654,4.79,4.83,2.96,654000.0
27878,27878,0.42,Ideal,I,SI1,62.3,54.0,654,4.82,4.84,3.01,654000.0
27879,27879,0.4,Ideal,I,SI1,62.2,55.0,654,4.72,4.77,2.95,654000.0
27880,27880,0.39,Ideal,H,SI1,61.9,55.7,654,4.66,4.71,2.9,654000.0
27881,27881,0.41,Good,E,SI1,63.5,55.0,654,4.73,4.75,3.01,654000.0
27882,27882,0.3,Very Good,G,VVS2,62.3,57.0,655,4.26,4.28,2.66,655000.0
27883,27883,0.3,Very Good,H,VVS1,62.8,56.0,655,4.26,4.28,2.68,655000.0
27884,27884,0.36,Ideal,I,VVS2,61.5,57.0,655,4.55,4.58,2.8,655000.0
27885,27885,0.3,Ideal,G,VVS2,62.5,53.0,655,4.31,4.33,2.7,655000.0
27886,27886,0.3,Ideal,G,VVS2,60.7,58.0,655,4.34,4.36,2.64,655000.0
27887,27887,0.3,Ideal,G,VVS2,61.6,57.0,655,4.28,4.32,2.65,655000.0
27888,27888,0.3,Ideal,G,VVS2,62.2,57.0,655,4.25,4.3,2.66,655000.0
27889,27889,0.3,Ideal,H,VVS1,61.2,57.0,655,4.3,4.39,2.66,655000.0
27890,27890,0.44,Ideal,F,SI2,61.7,54.0,655,4.9,4.92,3.03,655000.0
27891,27891,0.32,Ideal,I,IF,62.1,54.0,655,4.39,4.43,2.74,655000.0
27892,27892,0.32,Ideal,I,IF,61.6,56.0,655,4.4,4.43,2.72,655000.0
27893,27893,0.32,Ideal,I,IF,61.4,57.0,655,4.39,4.44,2.71,655000.0
27894,27894,0.32,Ideal,I,IF,61.7,55.0,655,4.4,4.42,2.72,655000.0
27895,27895,0.39,Ideal,E,I1,62.8,57.0,655,4.66,4.61,2.91,655000.0
27896,27896,0.4,Very Good,I,VS2,61.4,57.6,655,4.73,4.78,2.92,655000.0
27897,27897,0.4,Good,G,SI1,63.2,58.0,655,4.61,4.7,2.94,655000.0
27898,27898,0.4,Good,G,SI1,63.1,56.0,655,4.72,4.75,2.99,655000.0
27899,27899,0.4,Good,G,SI1,63.3,58.0,655,4.66,4.69,2.96,655000.0
27900,27900,0.4,Good,G,SI1,63.4,58.0,655,4.66,4.71,2.97,655000.0
27901,27901,0.4,Very Good,G,SI1,59.6,61.0,655,4.74,4.76,2.83,655000.0
27902,27902,0.32,Very Good,E,VS2,61.3,57.0,656,4.38,4.41,2.69,656000.0
27903,27903,0.41,Very Good,G,SI2,59.9,60.0,656,4.82,4.86,2.9,656000.0
27904,27904,0.42,Very Good,D,SI2,62.9,55.0,656,4.78,4.82,3.02,656000.0
27905,27905,0.31,Ideal,D,VS2,61.0,54.0,656,4.38,4.44,2.69,656000.0
27906,27906,0.41,Ideal,D,SI2,62.6,57.0,656,4.72,4.77,2.97,656000.0
27907,27907,0.26,Very Good,F,VVS2,61.4,56.0,657,4.14,4.17,2.55,657000.0
27908,27908,0.26,Very Good,F,VVS2,62.6,56.0,657,4.09,4.11,2.56,657000.0
27909,27909,0.26,Very Good,F,VVS1,61.7,57.0,657,4.09,4.13,2.53,657000.0
27910,27910,0.26,Very Good,F,VVS1,60.6,56.0,657,4.12,4.16,2.51,657000.0
27911,27911,0.26,Very Good,F,VVS1,62.0,55.0,657,4.08,4.13,2.54,657000.0
27912,27912,0.26,Very Good,E,VVS1,61.5,56.0,657,4.1,4.15,2.53,657000.0
27913,27913,0.26,Ideal,E,VVS1,62.5,56.0,657,4.09,4.12,2.56,657000.0
27914,27914,0.34,Ideal,G,VS1,61.4,56.0,657,4.52,4.54,2.78,657000.0
27915,27915,0.26,Ideal,F,IF,61.6,56.0,657,4.07,4.11,2.52,657000.0
27916,27916,0.32,Very Good,D,VS2,62.9,59.0,657,4.36,4.39,2.75,657000.0
27917,27917,0.32,Ideal,D,VS2,61.8,55.0,657,4.41,4.43,2.73,657000.0
27918,27918,0.32,Good,D,VS2,63.6,55.0,657,4.35,4.42,2.79,657000.0
27919,27919,0.32,Ideal,E,VS1,59.5,57.0,657,4.45,4.49,2.66,657000.0
27920,27920,0.37,Very Good,G,VS1,58.4,59.0,657,4.76,4.69,2.76,657000.0
27921,27921,0.35,Very Good,G,VS2,60.2,60.0,658,4.54,4.6,2.75,658000.0
27922,27922,0.26,Very Good,D,SI1,59.7,58.0,658,4.16,4.22,2.5,658000.0
27923,27923,0.4,Ideal,J,VS1,62.2,54.3,658,4.73,4.75,2.95,658000.0
27924,27924,0.31,Ideal,G,VS1,61.5,54.0,658,4.39,4.43,2.71,658000.0
27925,27925,0.38,Ideal,G,SI1,60.4,58.0,658,4.7,4.74,2.85,658000.0
27926,27926,0.38,Premium,J,SI1,61.3,59.0,658,4.68,4.62,2.85,658000.0
27927,27927,0.38,Premium,E,SI1,58.1,58.0,658,4.85,4.79,2.8,658000.0
27928,27928,0.38,Ideal,E,SI1,61.7,58.0,658,4.71,4.63,2.88,658000.0
27929,27929,0.32,Good,E,VS2,64.1,54.0,658,4.32,4.36,2.78,658000.0
27930,27930,0.35,Good,H,SI2,63.2,61.0,429,4.47,4.49,2.83,429000.0
27931,27931,0.26,Very Good,H,VS1,62.9,54.0,430,4.06,4.08,2.56,430000.0
27932,27932,0.24,Very Good,E,VS1,61.7,60.0,430,3.97,4.0,2.46,430000.0
27933,27933,0.31,Ideal,I,SI1,61.4,56.0,430,4.35,4.38,2.68,430000.0
27934,27934,0.32,Ideal,H,SI1,61.2,56.0,430,4.43,4.46,2.72,430000.0
27935,27935,0.28,Ideal,G,SI1,60.7,56.0,430,4.25,4.28,2.59,430000.0
27936,27936,0.25,Ideal,F,SI1,61.5,56.0,430,4.06,4.09,2.5,430000.0
27937,27937,0.25,Ideal,F,SI1,60.1,56.0,430,4.11,4.13,2.48,430000.0
27938,27938,0.31,Very Good,J,SI2,63.3,58.0,430,4.35,4.34,2.75,430000.0
27939,27939,0.23,Very Good,H,VVS2,62.4,55.0,431,3.91,3.94,2.45,431000.0
27940,27940,0.23,Very Good,H,VVS2,62.6,56.0,431,3.92,3.95,2.46,431000.0
27941,27941,0.23,Very Good,G,VVS2,62.9,55.0,431,3.88,3.92,2.45,431000.0
27942,27942,0.23,Very Good,G,VVS2,62.6,54.0,431,3.91,3.95,2.46,431000.0
27943,27943,0.23,Very Good,G,VVS2,62.3,57.0,431,3.9,3.92,2.43,431000.0
27944,27944,0.23,Very Good,G,VVS2,62.8,55.0,431,3.93,3.95,2.47,431000.0
27945,27945,0.25,Ideal,H,VS1,61.7,57.0,431,4.04,4.07,2.5,431000.0
27946,27946,0.31,Premium,G,SI1,61.8,58.0,431,4.32,4.35,2.68,431000.0
27947,27947,0.31,Good,G,SI1,63.3,57.0,431,4.3,4.33,2.73,431000.0
27948,27948,0.3,Very Good,G,SI1,62.4,54.0,432,4.33,4.35,2.71,432000.0
27949,27949,0.3,Very Good,G,SI1,62.5,56.0,432,4.27,4.3,2.68,432000.0
27950,27950,0.3,Very Good,G,SI1,61.0,58.0,432,4.3,4.32,2.63,432000.0
27951,27951,0.3,Very Good,G,SI1,62.1,58.0,432,4.26,4.28,2.65,432000.0
27952,27952,0.27,Ideal,I,VS1,61.6,56.0,432,4.15,4.19,2.57,432000.0
27953,27953,0.27,Ideal,I,VS1,61.9,54.0,432,4.14,4.19,2.58,432000.0
27954,27954,0.27,Ideal,I,VS1,62.5,54.0,432,4.16,4.19,2.61,432000.0
27955,27955,0.27,Ideal,I,VS1,61.9,54.0,432,4.15,4.18,2.58,432000.0
27956,27956,0.27,Ideal,I,VS1,61.9,55.0,432,4.16,4.18,2.58,432000.0
27957,27957,0.27,Ideal,I,VS1,62.0,56.0,432,4.16,4.19,2.59,432000.0
27958,27958,0.27,Ideal,I,VS1,61.3,57.0,432,4.16,4.19,2.56,432000.0
27959,27959,0.27,Ideal,I,VS1,62.2,54.0,432,4.16,4.2,2.6,432000.0
27960,27960,0.3,Premium,E,VS2,59.9,59.0,658,4.33,4.38,2.61,658000.0
27961,27961,0.3,Ideal,E,VS2,62.1,56.0,658,4.25,4.31,2.66,658000.0
27962,27962,0.3,Very Good,E,VS2,62.4,56.0,658,4.26,4.33,2.68,658000.0
27963,27963,0.3,Very Good,E,VS2,62.8,59.0,658,4.24,4.26,2.67,658000.0
27964,27964,0.3,Premium,F,VS1,61.5,59.0,658,4.31,4.33,2.66,658000.0
27965,27965,0.3,Ideal,E,VS2,62.6,54.0,658,4.28,4.31,2.69,658000.0
27966,27966,0.3,Ideal,E,VS2,61.5,55.0,658,4.28,4.31,2.64,658000.0
27967,27967,0.3,Ideal,E,VS2,61.8,55.0,658,4.33,4.35,2.68,658000.0
27968,27968,0.3,Premium,E,VS2,62.6,58.0,658,4.26,4.3,2.68,658000.0
27969,27969,0.3,Premium,E,VS2,59.2,59.0,658,4.37,4.41,2.6,658000.0
27970,27970,0.3,Premium,E,VS2,62.0,59.0,658,4.27,4.31,2.66,658000.0
27971,27971,0.3,Ideal,E,VS2,62.0,56.0,658,4.31,4.34,2.68,658000.0
27972,27972,0.3,Premium,E,VS2,62.2,60.0,658,4.24,4.28,2.65,658000.0
27973,27973,0.3,Ideal,E,VS2,61.5,56.0,658,4.29,4.33,2.65,658000.0
27974,27974,0.3,Ideal,E,VS2,61.3,57.0,658,4.29,4.33,2.64,658000.0
27975,27975,0.3,Very Good,E,VS2,62.4,56.0,658,4.25,4.28,2.66,658000.0
27976,27976,0.3,Ideal,E,VS2,62.1,55.0,658,4.32,4.35,2.69,658000.0
27977,27977,0.3,Very Good,E,VS2,62.4,57.0,658,4.24,4.29,2.66,658000.0
27978,27978,0.3,Ideal,E,VS2,61.5,55.0,658,4.31,4.34,2.66,658000.0
27979,27979,0.3,Ideal,E,VS2,61.8,56.0,658,4.31,4.33,2.67,658000.0
27980,27980,0.3,Ideal,E,VS2,62.0,55.0,658,4.3,4.35,2.68,658000.0
27981,27981,0.3,Ideal,E,VS2,61.6,56.0,658,4.27,4.3,2.64,658000.0
27982,27982,0.3,Very Good,E,VS2,62.6,58.0,658,4.25,4.28,2.67,658000.0
27983,27983,0.3,Premium,E,VS2,62.3,58.0,658,4.28,4.32,2.68,658000.0
27984,27984,0.3,Ideal,E,VS2,61.5,55.0,658,4.32,4.4,2.68,658000.0
27985,27985,0.3,Ideal,E,VS2,62.0,55.0,658,4.27,4.31,2.66,658000.0
27986,27986,0.3,Ideal,E,VS2,62.1,55.0,658,4.28,4.32,2.67,658000.0
27987,27987,0.3,Very Good,E,VS2,62.1,59.0,658,4.27,4.29,2.66,658000.0
27988,27988,0.3,Very Good,E,VS2,61.8,58.0,658,4.26,4.28,2.64,658000.0
27989,27989,0.3,Ideal,E,VS2,62.3,56.0,658,4.28,4.32,2.68,658000.0
27990,27990,0.3,Ideal,E,VS2,62.0,55.0,658,4.25,4.3,2.65,658000.0
27991,27991,0.3,Premium,E,VS2,62.0,60.0,658,4.23,4.26,2.63,658000.0
27992,27992,0.3,Premium,E,VS2,60.4,58.0,658,4.3,4.34,2.61,658000.0
27993,27993,0.3,Ideal,E,VS2,62.2,56.0,658,4.28,4.3,2.67,658000.0
27994,27994,0.3,Premium,E,VS2,61.8,58.0,658,4.31,4.36,2.68,658000.0
27995,27995,0.3,Ideal,E,VS2,61.2,55.0,658,4.31,4.35,2.65,658000.0
27996,27996,0.3,Very Good,E,VS2,61.9,61.0,658,4.28,4.32,2.66,658000.0
27997,27997,0.3,Premium,E,VS2,61.7,58.0,658,4.32,4.34,2.67,658000.0
27998,27998,0.3,Premium,E,VS2,62.4,59.0,658,4.26,4.3,2.67,658000.0
27999,27999,0.3,Premium,E,VS2,62.5,58.0,658,4.26,4.31,2.68,658000.0
28000,28000,0.3,Very Good,E,VS2,62.3,57.0,658,4.27,4.3,2.67,658000.0
28001,28001,0.3,Ideal,E,VS2,61.8,57.0,658,4.3,4.34,2.67,658000.0
28002,28002,0.3,Premium,E,VS2,61.6,58.0,658,4.31,4.33,2.66,658000.0
28003,28003,0.3,Premium,E,VS2,59.1,58.0,658,4.37,4.39,2.59,658000.0
28004,28004,0.3,Ideal,E,VS2,61.4,55.0,658,4.32,4.34,2.66,658000.0
28005,28005,0.3,Premium,E,VS2,60.0,60.0,658,4.36,4.4,2.63,658000.0
28006,28006,0.3,Ideal,E,VS2,61.0,56.0,658,4.33,4.36,2.65,658000.0
28007,28007,0.3,Ideal,E,VS2,62.6,56.0,658,4.29,4.34,2.7,658000.0
28008,28008,0.3,Premium,E,VS2,62.5,59.0,658,4.27,4.3,2.68,658000.0
28009,28009,0.3,Premium,E,VS2,60.7,59.0,658,4.3,4.33,2.62,658000.0
28010,28010,0.3,Ideal,E,VS2,61.6,55.0,658,4.31,4.33,2.66,658000.0
28011,28011,0.3,Very Good,E,VS2,62.9,58.0,658,4.22,4.24,2.66,658000.0
28012,28012,0.3,Premium,E,VS2,61.9,59.0,658,4.29,4.33,2.67,658000.0
28013,28013,0.3,Ideal,E,VS2,61.8,56.0,658,4.3,4.34,2.67,658000.0
28014,28014,0.3,Ideal,E,VS2,62.6,54.0,658,4.29,4.33,2.7,658000.0
28015,28015,0.3,Ideal,E,VS2,62.3,56.0,658,4.3,4.34,2.69,658000.0
28016,28016,0.3,Very Good,E,VS2,61.7,61.0,658,4.28,4.31,2.65,658000.0
28017,28017,0.3,Ideal,E,VS2,60.2,57.0,658,4.36,4.38,2.63,658000.0
28018,28018,0.3,Ideal,E,VS2,62.0,56.0,658,4.3,4.34,2.68,658000.0
28019,28019,0.3,Ideal,E,VS2,62.3,57.0,658,4.29,4.32,2.68,658000.0
28020,28020,0.3,Very Good,F,VS1,61.9,59.0,658,4.26,4.3,2.65,658000.0
28021,28021,0.3,Premium,E,VS2,60.0,58.0,658,4.37,4.4,2.63,658000.0
28022,28022,0.3,Ideal,F,VS1,61.4,56.0,658,4.33,4.37,2.67,658000.0
28023,28023,0.3,Very Good,E,VS2,62.0,58.0,658,4.26,4.29,2.65,658000.0
28024,28024,0.3,Ideal,E,VS2,62.6,56.0,658,4.29,4.33,2.7,658000.0
28025,28025,0.3,Ideal,E,VS2,62.4,57.0,658,4.29,4.33,2.69,658000.0
28026,28026,0.3,Very Good,E,VS2,62.4,57.0,658,4.24,4.26,2.65,658000.0
28027,28027,0.3,Premium,F,VS1,60.5,60.0,658,4.29,4.31,2.6,658000.0
28028,28028,0.3,Premium,E,VS2,62.1,58.0,658,4.29,4.31,2.67,658000.0
28029,28029,0.3,Ideal,E,VS2,61.5,55.0,658,4.29,4.33,2.65,658000.0
28030,28030,0.3,Ideal,E,VS2,62.1,55.0,658,4.3,4.33,2.68,658000.0
28031,28031,0.3,Very Good,E,VS2,62.9,58.0,658,4.22,4.27,2.67,658000.0
28032,28032,0.3,Very Good,E,VS2,62.8,56.0,658,4.28,4.32,2.7,658000.0
28033,28033,0.3,Ideal,E,VS2,61.7,55.0,658,4.3,4.32,2.66,658000.0
28034,28034,0.3,Ideal,E,VS2,62.5,56.0,658,4.28,4.3,2.68,658000.0
28035,28035,0.3,Ideal,F,VS1,62.0,55.0,658,4.3,4.34,2.68,658000.0
28036,28036,0.3,Ideal,E,VS2,61.8,56.0,658,4.29,4.32,2.66,658000.0
28037,28037,0.34,Very Good,E,VS2,59.8,62.0,659,4.52,4.54,2.71,659000.0
28038,28038,0.41,Ideal,G,SI2,62.1,53.6,659,4.75,4.79,2.96,659000.0
28039,28039,0.41,Good,F,SI1,64.4,56.0,659,4.69,4.72,3.03,659000.0
28040,28040,0.41,Fair,H,SI1,65.4,61.0,659,4.51,4.63,2.99,659000.0
28041,28041,0.38,Good,I,SI1,63.7,57.0,659,4.63,4.57,2.93,659000.0
28042,28042,0.27,Ideal,E,VVS1,61.7,57.0,659,4.14,4.16,2.56,659000.0
28043,28043,0.35,Very Good,G,VS1,62.6,56.0,659,4.49,4.52,2.82,659000.0
28044,28044,0.33,Very Good,D,VS2,62.9,54.0,660,4.4,4.44,2.78,660000.0
28045,28045,0.29,Very Good,G,VS1,58.1,59.0,660,4.39,4.42,2.56,660000.0
28046,28046,0.32,Very Good,G,VS1,60.8,56.0,660,4.45,4.48,2.71,660000.0
28047,28047,0.32,Very Good,G,VS1,61.9,56.0,660,4.41,4.45,2.74,660000.0
28048,28048,0.3,Very Good,E,VS1,63.4,55.0,660,4.26,4.29,2.71,660000.0
28049,28049,0.38,Very Good,F,SI1,61.5,54.0,660,4.69,4.71,2.89,660000.0
28050,28050,0.31,Ideal,H,VVS1,62.0,54.2,660,4.35,4.39,2.71,660000.0
28051,28051,0.38,Ideal,H,VS2,62.4,56.0,660,4.62,4.65,2.89,660000.0
28052,28052,0.33,Ideal,F,VS2,62.0,54.2,660,4.42,4.45,2.75,660000.0
28053,28053,0.32,Ideal,F,VS2,61.5,55.0,660,4.4,4.44,2.72,660000.0
28054,28054,0.32,Ideal,F,VS2,61.4,57.0,660,4.4,4.43,2.71,660000.0
28055,28055,0.42,Ideal,D,SI2,62.0,54.0,660,4.8,4.85,2.99,660000.0
